"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega"
1177, 3.459576954530000e-01, 1.866104102032204e-05, 1.326688941545014e+00, 1.326852706506676e+01, 5.616190750187847e-04, 2.877180288796524e+05, 1.261011061399029e+00, 3.844054141236672e+06
1178, 3.564815603450000e-01, 1.866104102032204e-05, 1.326684081419338e+00, 1.320918228473418e+01, 5.539906222395503e-04, 2.877171233275430e+05, 1.246766553701835e+00, 3.842214249909185e+06
1179, 3.673226369200000e-01, 1.866104102032204e-05, 1.326681541039358e+00, 1.315024788346612e+01, 5.470525130229447e-04, 2.877162188791003e+05, 1.232707616424427e+00, 3.840379499771315e+06
1180, 3.784979252510000e-01, 1.866104102032204e-05, 1.326676105070318e+00, 1.309158286499537e+01, 5.396053199538292e-04, 2.877153156590302e+05, 1.218808589164696e+00, 3.838572598244184e+06
1181, 3.900256382880000e-01, 1.866104102032204e-05, 1.326673690464134e+00, 1.303323957241732e+01, 5.329573027033858e-04, 2.877144217899416e+05, 1.205075511074432e+00, 3.836764460253335e+06
1182, 4.019253126140000e-01, 1.866104102032204e-05, 1.326668624559283e+00, 1.297510274256903e+01, 5.257572784677128e-04, 2.877135429027138e+05, 1.191486483639293e+00, 3.834981007003147e+06
1183, 4.142179315450000e-01, 1.866104102032204e-05, 1.326666466739074e+00, 1.291723401588445e+01, 5.192919777241642e-04, 2.877126702992046e+05, 1.178042994057782e+00, 3.833195091096413e+06
1184, 4.269260622260000e-01, 1.866104102032204e-05, 1.326660732386739e+00, 1.285948686084573e+01, 5.122028331579860e-04, 2.877117925339398e+05, 1.164717068245019e+00, 3.831435585161604e+06
1185, 4.400740085990000e-01, 1.866104102032204e-05, 1.326658671724080e+00, 1.280192381759755e+01, 5.060021064914529e-04, 2.877109187317840e+05, 1.151517543631995e+00, 3.829667090689376e+06
1186, 4.536879824320000e-01, 1.866104102032204e-05, 1.326653549287420e+00, 1.274436400531440e+01, 4.992783238787609e-04, 2.877100533556138e+05, 1.138428407797785e+00, 3.827919560856247e+06
1187, 4.677962949600000e-01, 1.866104102032204e-05, 1.326651674126077e+00, 1.268670285638921e+01, 4.932416608191088e-04, 2.877091966773538e+05, 1.125321842496095e+00, 3.826158321318520e+06
1188, 4.824295720830000e-01, 1.866104102032204e-05, 1.326645793259249e+00, 1.262896160531224e+01, 4.864010993980733e-04, 2.877083386803663e+05, 1.112293153118977e+00, 3.824420121500724e+06
1189, 4.976209965680000e-01, 1.866104102022205e-05, 1.326644209885873e+00, 1.257126450053795e+01, 4.805025929660332e-04, 2.877074770495567e+05, 1.099356698583171e+00, 3.822665540496885e+06
1190, 5.134065813120000e-01, 1.866104102022205e-05, 1.326638675182241e+00, 1.251344514672757e+01, 4.738305045199885e-04, 2.877066202223787e+05, 1.086489308290007e+00, 3.820932185813379e+06
1191, 5.298254783930000e-01, 1.866104102022205e-05, 1.326637098459700e+00, 1.245559407442263e+01, 4.679765383347643e-04, 2.877057748068813e+05, 1.073698339884820e+00, 3.819182107317932e+06
1192, 5.469203295140000e-01, 1.866104102022205e-05, 1.326630750798119e+00, 1.239754822200409e+01, 4.613324763156708e-04, 2.877049311236943e+05, 1.060954669593116e+00, 3.817454916232048e+06
1193, 5.647376644470000e-01, 1.866104102022205e-05, 1.326629640136453e+00, 1.233940442381882e+01, 4.557290618333330e-04, 2.877040805931124e+05, 1.048269878885351e+00, 3.815702363478460e+06
1194, 5.833283553420000e-01, 1.866104102022205e-05, 1.326623977154832e+00, 1.228095707252287e+01, 4.492465064397166e-04, 2.877032309205569e+05, 1.035620635973054e+00, 3.813968887298669e+06
1195, 6.027481362320000e-01, 1.866104102022205e-05, 1.326622677937678e+00, 1.222231359478146e+01, 4.436048034390019e-04, 2.877023894884327e+05, 1.023013707693533e+00, 3.812211880230183e+06
1196, 6.230581989500000e-01, 1.866104102022205e-05, 1.326616054233438e+00, 1.216328970084671e+01, 4.371220617397373e-04, 2.877015510128383e+05, 1.010422063678541e+00, 3.810475272761847e+06
1197, 6.443258788700000e-01, 1.866104102022205e-05, 1.326615566832551e+00, 1.210400564982886e+01, 4.317222307900951e-04, 2.877007068733695e+05, 9.978554820563122e-01, 3.808704265640566e+06
1198, 6.666254466970000e-01, 1.866104102022205e-05, 1.326609273122321e+00, 1.204421969565735e+01, 4.252943012912601e-04, 2.876998599635477e+05, 9.852898952227273e-01, 3.806953060485195e+06
1199, 6.900390259370000e-01, 1.866104102022205e-05, 1.326608057268551e+00, 1.198405314011735e+01, 4.197478986033642e-04, 2.876990199936685e+05, 9.727303646796941e-01, 3.805169799952879e+06
1200, 7.146576599530000e-01, 1.866104102012205e-05, 1.326600739757442e+00, 1.192329358143460e+01, 4.133540703385427e-04, 2.876981820676227e+05, 9.601511947494831e-01, 3.803404803202332e+06
1201, 7.405825578610000e-01, 1.866104102012205e-05, 1.326601080115045e+00, 1.186208543413144e+01, 4.081310411841094e-04, 2.876973383731457e+05, 9.475605042626967e-01, 3.801592749165292e+06
1202, 7.679265552350000e-01, 1.866104102012205e-05, 1.326594483216180e+00, 1.180012848510433e+01, 4.017161861221814e-04, 2.876964916527008e+05, 9.349361468776093e-01, 3.799799685298403e+06
1203, 7.968158341210000e-01, 1.866104102012205e-05, 1.326593633548122e+00, 1.173757270648903e+01, 3.962287804724806e-04, 2.876956527311355e+05, 9.222768179060266e-01, 3.797965377134450e+06
1204, 8.273919576770000e-01, 1.866104102012205e-05, 1.326585857911353e+00, 1.167416288011473e+01, 3.898558914709923e-04, 2.876948124512422e+05, 9.095623521058886e-01, 3.796146460013166e+06
1205, 8.598142887360000e-01, 1.866104102012205e-05, 1.326587052388878e+00, 1.161005944599224e+01, 3.846733809237670e-04, 2.876939645711127e+05, 8.967940430715293e-01, 3.794267752746893e+06
1206, 8.942628795040000e-01, 1.866104102012205e-05, 1.326579499799791e+00, 1.154493002503833e+01, 3.781653961142735e-04, 2.876931188116418e+05, 8.839569166356266e-01, 3.792409771142963e+06
1207, 9.309419431120000e-01, 1.866104102002204e-05, 1.326578171789222e+00, 1.147892869306224e+01, 3.725180894772081e-04, 2.876922819042459e+05, 8.710390022553879e-01, 3.790501627014055e+06
1208, 9.700840484090000e-01, 1.866104102002204e-05, 1.326569525789618e+00, 1.141174554692425e+01, 3.661605829309686e-04, 2.876914474943136e+05, 8.580261041015043e-01, 3.788601977052333e+06
1209, 1.011955220140000e+00, 1.866104102002204e-05, 1.326572074283819e+00, 1.134341887474736e+01, 3.610480799957543e-04, 2.876906155395369e+05, 8.448869432249417e-01, 3.786619972517470e+06
1210, 1.054913688830000e+00, 1.866104102002204e-05, 1.326564147585955e+00, 1.127627942477502e+01, 3.546759054033395e-04, 2.876898119771556e+05, 8.321207815772992e-01, 3.784732269646995e+06
1211, 1.097872157520000e+00, 1.866104102002204e-05, 1.326563234178233e+00, 1.121213011999994e+01, 3.495450168219299e-04, 2.876890507721326e+05, 8.199994380132182e-01, 3.782901579050658e+06
1212, 1.140830626210000e+00, 1.866104101992204e-05, 1.326555113271184e+00, 1.115061583544989e+01, 3.440055865762957e-04, 2.876883281574416e+05, 8.085045891917777e-01, 3.781187567324782e+06
1213, 1.183789094900000e+00, 1.866104101992204e-05, 1.326557674069080e+00, 1.109178853187859e+01, 3.398021936315121e-04, 2.876876544784771e+05, 7.975720427460581e-01, 3.779502375089828e+06
1214, 1.226747563590000e+00, 1.866104101992204e-05, 1.326550446688461e+00, 1.103522016350353e+01, 3.345802253957137e-04, 2.876870245722010e+05, 7.871769680521429e-01, 3.777935717100591e+06
1215, 1.269706032280000e+00, 1.866104101992204e-05, 1.326549167332447e+00, 1.098099382745246e+01, 3.302973662394303e-04, 2.876864290651179e+05, 7.772617493364966e-01, 3.776410446975831e+06
1216, 1.312664500970000e+00, 1.866104101992204e-05, 1.326541854459520e+00, 1.092879522281779e+01, 3.257830237628134e-04, 2.876858650196007e+05, 7.678143675468810e-01, 3.774976201037841e+06
1217, 1.355622969660000e+00, 1.866104101982204e-05, 1.326545539682586e+00, 1.087870758897440e+01, 3.225089274837121e-04, 2.876853389099340e+05, 7.587804456672015e-01, 3.773550536879533e+06
1218, 1.398581438350000e+00, 1.866104101982204e-05, 1.326539285743783e+00, 1.083029861720863e+01, 3.180910375453726e-04, 2.876848480443725e+05, 7.501452169922204e-01, 3.772226256849245e+06
1219, 1.441539907040000e+00, 1.866104101982204e-05, 1.326538912114267e+00, 1.078373048335360e+01, 3.146053918335561e-04, 2.876843841779464e+05, 7.418665355043808e-01, 3.770927445143688e+06
1220, 1.484498375720000e+00, 1.866104101982204e-05, 1.326532475600803e+00, 1.073871337882877e+01, 3.107852690979338e-04, 2.876839420266270e+05, 7.339434800920294e-01, 3.769704960283090e+06
1221, 1.527456844410000e+00, 1.866104101982204e-05, 1.326535526597482e+00, 1.069534286508930e+01, 3.080000416058507e-04, 2.876835279244643e+05, 7.263244734309839e-01, 3.768484211736643e+06
1222, 1.570415313100000e+00, 1.866104101972205e-05, 1.326529765268634e+00, 1.065324257497544e+01, 3.042776897857895e-04, 2.876831425571138e+05, 7.190143248783719e-01, 3.767346176890744e+06
1223, 1.613373781790000e+00, 1.866104101972205e-05, 1.326526409121209e+00, 1.061252261439740e+01, 3.009762125538698e-04, 2.876827836074748e+05, 7.119546903356754e-01, 3.766237207499494e+06
1224, 1.656332250480000e+00, 1.866104101972205e-05, 1.326524153617590e+00, 1.057304960599003e+01, 2.982444273016528e-04, 2.876824411388052e+05, 7.051735538588058e-01, 3.765158910562757e+06
1225, 1.699290719170000e+00, 1.866104101972205e-05, 1.326527151038807e+00, 1.053487886162237e+01, 2.957313101510355e-04, 2.876821155018831e+05, 6.986217095554411e-01, 3.764093097592036e+06
1226, 1.742249187860000e+00, 1.866104101972205e-05, 1.326521539085411e+00, 1.049777837153947e+01, 2.924073686670181e-04, 2.876818116206020e+05, 6.923206085395349e-01, 3.763102561971888e+06
1227, 1.785207656550000e+00, 1.866104101962205e-05, 1.326519190193237e+00, 1.046195146953447e+01, 2.895952580984567e-04, 2.876815421182913e+05, 6.862452313626294e-01, 3.762133092343474e+06
1228, 1.828166125240000e+00, 1.866104101962205e-05, 1.326516483908096e+00, 1.042717690983853e+01, 2.871870920513253e-04, 2.876813316450362e+05, 6.804074921326024e-01, 3.761195730833966e+06
1229, 1.871124593930000e+00, 1.866104101962205e-05, 1.326519988066964e+00, 1.039290247782120e+01, 2.852524972689197e-04, 2.876811892687214e+05, 6.746746609885758e-01, 3.760244298397518e+06
1230, 1.914083062620000e+00, 1.866104101962205e-05, 1.326514700417421e+00, 1.035796219156581e+01, 2.822168251761495e-04, 2.876811270518791e+05, 6.688976173705174e-01, 3.759318450558880e+06
1231, 1.957041531310000e+00, 1.866104101962205e-05, 1.326513352597111e+00, 1.032123884865913e+01, 2.807025556091405e-04, 2.876806634084938e+05, 6.629632012383926e-01, 3.758337814921710e+06
1232, 2.000000000000000e+00, 1.866104101952204e-05, 1.326541232833857e+00, 1.029415240541106e+01, 2.639801703797586e-04, 2.876910519235043e+05, 6.580387998249726e-01, 3.757532590188100e+06
1233, -3.333300000000000e-01, 2.183776033312205e-05, 1.336155660633501e+00, 9.260621907931248e+01, 3.650183012521628e-06, 2.908824396387691e+05, 4.051851492263335e-01, 3.043850711343363e+04
1234, -2.932629762990000e-01, 2.183776033312205e-05, 1.336137639710217e+00, 9.260147675425060e+01, 1.218294253793224e-06, 2.908817880715541e+05, 2.361763131744099e-01, 1.879155829227639e+04
1235, -2.579638554210000e-01, 2.183776033312205e-05, 1.336154563048288e+00, 9.259878842466438e+01, 3.260012346305189e-06, 2.908820418612111e+05, 1.822570668065217e-01, 1.538327000360201e+04
1236, -2.268587402450000e-01, 2.183776033312205e-05, 1.336144200384198e+00, 9.259444786026879e+01, 1.618853587088437e-06, 2.908826076211645e+05, 1.628979138885976e-01, 1.437323679717022e+04
1237, -1.994419202700000e-01, 2.183776033312205e-05, 1.336150632944190e+00, 9.258898917227262e+01, 4.092699237407249e-06, 2.908833021043550e+05, 1.551103547607264e-01, 1.407194215777652e+04
1238, -1.752676497180000e-01, 2.183776033302205e-05, 1.336151255832461e+00, 9.258352662202479e+01, 4.194936983859648e-06, 2.908842006209359e+05, 1.515786750050604e-01, 1.398162103126870e+04
1239, -1.539429005510000e-01, 2.183776033302205e-05, 1.336164232743283e+00, 9.257749783294983e+01, 7.868417611453083e-06, 2.908851991999507e+05, 1.497880766314299e-01, 1.395563795012060e+04
1240, -1.351209725690000e-01, 2.183776033302205e-05, 1.336165055188261e+00, 9.256964980057199e+01, 8.949467308605480e-06, 2.908862517486478e+05, 1.487948347674942e-01, 1.395024418420823e+04
1241, -1.184958567280000e-01, 2.183776033302205e-05, 1.336172133986709e+00, 9.256084431320335e+01, 1.177093019461794e-05, 2.908873684254740e+05, 1.482008491258692e-01, 1.395113667482103e+04
1242, -1.037972600030000e-01, 2.183776033302205e-05, 1.336177648160505e+00, 9.255173014888295e+01, 1.416705285128589e-05, 2.908886119940431e+05, 1.478262521496982e-01, 1.395401857318528e+04
1243, -9.078621093630000e-02, 2.183776033302205e-05, 1.336186346457369e+00, 9.254103504915160e+01, 2.083500591432358e-05, 2.908898907967282e+05, 1.475782543956226e-01, 1.395719368519971e+04
1244, -7.925117441300000e-02, 2.183776033302205e-05, 1.336192866695588e+00, 9.252756952005642e+01, 2.970116075450458e-05, 2.908911440224889e+05, 1.474081247416009e-01, 1.396021939314135e+04
1245, -6.900461249730000e-02, 2.183776033302205e-05, 1.336201550075318e+00, 9.251198640620282e+01, 3.463773877003132e-05, 2.908924248182354e+05, 1.472863995757454e-01, 1.396277236611651e+04
1246, -5.987993541990000e-02, 2.183776033302205e-05, 1.336209930119254e+00, 9.250041584452730e+01, 1.432708054460641e-05, 2.908941905088649e+05, 1.471987606121159e-01, 1.396511400490649e+04
1247, -5.172879314310000e-02, 2.183776033302205e-05, 1.336219782780468e+00, 9.250238424119935e+01, -3.731087114480012e-05, 2.908971467558485e+05, 1.471445455677262e-01, 1.396797397771002e+04
1248, -4.441866346870000e-02, 2.183776033302205e-05, 1.336230323543249e+00, 9.251427747149398e+01, -3.427515571469298e-05, 2.909011286611685e+05, 1.471370925993657e-01, 1.397254639476068e+04
1249, -3.783069747710000e-02, 2.183776033302205e-05, 1.336242755762441e+00, 9.248654092167664e+01, 2.739185441443129e-04, 2.909028058966393e+05, 1.471579522014340e-01, 1.397759294429815e+04
1250, -3.185778726780000e-02, 2.183776033302205e-05, 1.336256327872744e+00, 9.232490219488264e+01, 1.045262454376188e-03, 2.908956909302301e+05, 1.471887295404871e-01, 1.397877801865493e+04
1251, -2.640282458740000e-02, 2.183776033302205e-05, 1.336270899903934e+00, 9.202670873768641e+01, 1.404562497345765e-03, 2.908795283279983e+05, 1.479395610657721e-01, 1.399605944894998e+04
1252, -2.137712203200000e-02, 2.183776033302205e-05, 1.336287821985146e+00, 9.198596407813469e+01, -1.602100667852654e-03, 2.908816503544097e+05, 1.493765561173903e-01, 1.403434128711972e+04
1253, -1.669897115810000e-02, 2.183776033302205e-05, 1.336313390612150e+00, 9.311985106232996e+01, -1.091112271733647e-02, 2.909678084219221e+05, 1.534191150674006e-01, 1.418103778724497e+04
1254, -1.229231405650000e-02, 2.183776033292204e-05, 1.336351654908448e+00, 9.581124507074652e+01, -1.892973205737959e-02, 2.911755555947422e+05, 4.154882858565032e-01, 1.942894483773606e+04
1255, -8.085506794949999e-03, 2.183776033292204e-05, 1.336441193755328e+00, 9.657646387129554e+01, 8.417623467730527e-03, 2.912702711128787e+05, 2.536596123556394e+00, 3.500849806655564e+04
1256, -4.010154622500000e-03, 2.183776033292204e-05, 1.336702943828061e+00, 8.409861269204815e+01, 2.148729458954216e-01, 2.904868189085640e+05, 1.512246340752728e+01, 7.762302644481009e+04
1257, 4.489824182850000e-33, 2.183776033292204e-05, 1.327375096759480e+00, 4.773638730677258e+01, 2.311860846335384e-01, 2.885998789084140e+05, 3.441694950252149e+00, 3.623266284529301e+06
1258, 4.011887597850000e-03, 2.183776033292204e-05, 1.326352538516308e+00, 2.979557790274301e+01, 1.557678613704001e-02, 2.879978968992053e+05, 5.716361667360824e+00, 3.571084702082014e+06
1259, 8.056205200680001e-03, 2.183776033292204e-05, 1.326917860766693e+00, 2.529270102848392e+01, 2.488595704784244e-04, 2.879327269596150e+05, 6.756564902104038e+00, 3.318438429238905e+06
1260, 1.213422760060000e-02, 2.183776033292204e-05, 1.327168324903516e+00, 2.448442455681327e+01, 1.805664513573418e-03, 2.879145193124771e+05, 6.463516697669242e+00, 3.218207811892526e+06
1261, 1.624726554020000e-02, 2.183776033292204e-05, 1.327241511404679e+00, 2.402971329541127e+01, 3.096785086337873e-03, 2.879051889737290e+05, 5.999323468518223e+00, 3.182903174706180e+06
1262, 2.039666755470000e-02, 2.183776033292204e-05, 1.327244243378446e+00, 2.348916225910459e+01, 3.321279712587303e-03, 2.878932955189401e+05, 5.613716865895971e+00, 3.160875387216988e+06
1263, 2.458382190520000e-02, 2.183776033292204e-05, 1.327225913663793e+00, 2.293771916230810e+01, 3.135708835679008e-03, 2.878816930608571e+05, 5.302002840962704e+00, 3.141227669979107e+06
1264, 2.881015861120000e-02, 2.183776033292204e-05, 1.327203432940440e+00, 2.243547383733426e+01, 2.874146446969181e-03, 2.878713617573248e+05, 5.045424426688828e+00, 3.123453144040748e+06
1265, 3.307715158840000e-02, 2.183776033292204e-05, 1.327180605005400e+00, 2.199555790646398e+01, 2.638082728673358e-03, 2.878624727998416e+05, 4.828577713340884e+00, 3.107834508087910e+06
1266, 3.738632089750000e-02, 2.183776033292204e-05, 1.327159274914750e+00, 2.160990891233963e+01, 2.446151167838720e-03, 2.878547779839374e+05, 4.641502722632711e+00, 3.094189829698377e+06
1267, 4.173923511390000e-02, 2.183776033292204e-05, 1.327138835838218e+00, 2.126800113445673e+01, 2.291988586153564e-03, 2.878480143885057e+05, 4.477261830504331e+00, 3.082173789820998e+06
1268, 4.613751382460000e-02, 2.183776033292204e-05, 1.327119315863006e+00, 2.095937626731699e+01, 2.167281706469274e-03, 2.878419587995188e+05, 4.329969797825340e+00, 3.071421644942288e+06
1269, 5.058283026210000e-02, 2.183776033292204e-05, 1.327100739494406e+00, 2.067716363101649e+01, 2.061359266096976e-03, 2.878364630755375e+05, 4.196226399747617e+00, 3.061666357182784e+06
1270, 5.507691408390000e-02, 2.183776033292204e-05, 1.327083224257262e+00, 2.041691076374490e+01, 1.968360649099248e-03, 2.878314314280421e+05, 4.074392149517243e+00, 3.052730343841405e+06
1271, 5.962155430870000e-02, 2.183776033292204e-05, 1.327066655847121e+00, 2.017573760776984e+01, 1.885523960840457e-03, 2.878268033806404e+05, 3.962917568242775e+00, 3.044494272432791e+06
1272, 6.421860241959999e-02, 2.183776033292204e-05, 1.327051031917140e+00, 1.995107680220756e+01, 1.811421320106257e-03, 2.878225233621194e+05, 3.860157644722703e+00, 3.036860510298634e+06
1273, 6.886997564640000e-02, 2.183776033292204e-05, 1.327036348575207e+00, 1.974101291355997e+01, 1.744488621344871e-03, 2.878185462302512e+05, 3.765155432592621e+00, 3.029754362043583e+06
1274, 7.357766043930000e-02, 2.183776033292204e-05, 1.327022661468986e+00, 1.954388463661162e+01, 1.683770445788765e-03, 2.878148396197628e+05, 3.676951972027595e+00, 3.023112960549522e+06
1275, 7.834371614890000e-02, 2.183776033292204e-05, 1.327009590300256e+00, 1.935828160676213e+01, 1.628469004851190e-03, 2.878113666007631e+05, 3.594788844857341e+00, 3.016884454010215e+06
1276, 8.317027892560000e-02, 2.183776033292204e-05, 1.326997299896916e+00, 1.918293009921965e+01, 1.577928382371519e-03, 2.878081078140805e+05, 3.517890645693088e+00, 3.011020900044384e+06
1277, 8.805956585650000e-02, 2.183776033292204e-05, 1.326985560108156e+00, 1.901674254835802e+01, 1.531586828782234e-03, 2.878050354163593e+05, 3.445721658266983e+00, 3.005483127745153e+06
1278, 9.301387935570000e-02, 2.183776033292204e-05, 1.326974595324567e+00, 1.885867291707187e+01, 1.489678351492931e-03, 2.878021196536999e+05, 3.377784002219443e+00, 3.000235064827068e+06
1279, 9.803561182770000e-02, 2.183776033292204e-05, 1.326963887328059e+00, 1.870754913419316e+01, 1.450807514794157e-03, 2.877993537718320e+05, 3.313075946091149e+00, 2.995243560583510e+06
1280, 1.031272506240000e-01, 2.183776033292204e-05, 1.326953949386080e+00, 1.856288649549549e+01, 1.414154739905870e-03, 2.877967159301740e+05, 3.251576867536230e+00, 2.990484518448336e+06
1281, 1.082913833170000e-01, 2.183776033292204e-05, 1.326944091013000e+00, 1.842426536121620e+01, 1.379481338095323e-03, 2.877941961752421e+05, 3.193186953918892e+00, 2.985940322578794e+06
1282, 1.135307033110000e-01, 2.183776033292204e-05, 1.326935087329228e+00, 1.829126443541740e+01, 1.347042381128590e-03, 2.877917965716651e+05, 3.137625066310575e+00, 2.981590101972605e+06
1283, 1.188480158220000e-01, 2.183776033292204e-05, 1.326926120149257e+00, 1.816337833395883e+01, 1.316525270864550e-03, 2.877894943254218e+05, 3.084648172486382e+00, 2.977419305896080e+06
1284, 1.242462442510000e-01, 2.183776033292204e-05, 1.326917789417849e+00, 1.804020218640726e+01, 1.287959098096576e-03, 2.877872798774576e+05, 3.034052614167772e+00, 2.973410854837091e+06
1285, 1.297284369870000e-01, 2.183776033292204e-05, 1.326909393342675e+00, 1.792132100202132e+01, 1.260778356358400e-03, 2.877851611716617e+05, 2.985620083699850e+00, 2.969553243125173e+06
1286, 1.352977746630000e-01, 2.183776033292204e-05, 1.326901822039027e+00, 1.780645030482705e+01, 1.235242263891055e-03, 2.877831200098968e+05, 2.939165740443084e+00, 2.965831980117973e+06
1287, 1.409575779210000e-01, 2.183776033292204e-05, 1.326893882807747e+00, 1.769522226337378e+01, 1.210919022143361e-03, 2.877811398482747e+05, 2.894554695360958e+00, 2.962239596489442e+06
1288, 1.467113157020000e-01, 2.183776033292204e-05, 1.326886896508694e+00, 1.758739668614110e+01, 1.187965553074181e-03, 2.877792319919289e+05, 2.851638433423590e+00, 2.958762054464537e+06
1289, 1.525626141330000e-01, 2.183776033292204e-05, 1.326879328354099e+00, 1.748271059375891e+01, 1.165749026392796e-03, 2.877773910999388e+05, 2.810286153764101e+00, 2.955396188219580e+06
1290, 1.585152660350000e-01, 2.183776033292204e-05, 1.326872756464245e+00, 1.738099586295075e+01, 1.144893134013592e-03, 2.877756028595461e+05, 2.770397033539907e+00, 2.952129292676129e+06
1291, 1.645732411200000e-01, 2.183776033282204e-05, 1.326865791104412e+00, 1.728195901746246e+01, 1.124828607508736e-03, 2.877738614207442e+05, 2.731854069187809e+00, 2.948957585652892e+06
1292, 1.707406969350000e-01, 2.183776033282204e-05, 1.326859651037856e+00, 1.718544866155834e+01, 1.105739738641561e-03, 2.877721760926472e+05, 2.694557529858357e+00, 2.945870530289347e+06
1293, 1.770219906140000e-01, 2.183776033282204e-05, 1.326852855994090e+00, 1.709128658564196e+01, 1.087102787646057e-03, 2.877705409217068e+05, 2.658431422909191e+00, 2.942867697352916e+06
1294, 1.834216915030000e-01, 2.183776033282204e-05, 1.326847154919824e+00, 1.699936195595122e+01, 1.069579467007737e-03, 2.877689415000819e+05, 2.623401968961322e+00, 2.939937991569513e+06
1295, 1.899445947530000e-01, 2.183776033282204e-05, 1.326840603250884e+00, 1.690944066552704e+01, 1.052445006753594e-03, 2.877673772304801e+05, 2.589382136372566e+00, 2.937081788844143e+06
1296, 1.965957359540000e-01, 2.183776033282204e-05, 1.326835347710300e+00, 1.682144712558369e+01, 1.036225267082885e-03, 2.877658569503402e+05, 2.556316046867749e+00, 2.934287587326394e+06
1297, 2.033804069020000e-01, 2.183776033282204e-05, 1.326828858624038e+00, 1.673523801218233e+01, 1.020074475666524e-03, 2.877643771297524e+05, 2.524145587990774e+00, 2.931560347474060e+06
1298, 2.103041726230000e-01, 2.183776033282204e-05, 1.326823734091328e+00, 1.665075169176622e+01, 1.004975556392244e-03, 2.877629235558326e+05, 2.492816247945332e+00, 2.928887396204823e+06
1299, 2.173728897500000e-01, 2.183776033282204e-05, 1.326817795362862e+00, 1.656778288430781e+01, 9.901175093759366e-04, 2.877614939944529e+05, 2.462260532189082e+00, 2.926271087060209e+06
1300, 2.245927263960000e-01, 2.183776033282204e-05, 1.326813190763644e+00, 1.648628299118285e+01, 9.760204853477734e-04, 2.877600973672444e+05, 2.432442810714107e+00, 2.923701011101445e+06
1301, 2.319701836540000e-01, 2.183776033282204e-05, 1.326806878233119e+00, 1.640613675573271e+01, 9.617389979766191e-04, 2.877587366743674e+05, 2.403319635674679e+00, 2.921185041194025e+06
1302, 2.395121189030000e-01, 2.183776033282204e-05, 1.326802628410273e+00, 1.632734098348540e+01, 9.485319547121374e-04, 2.877573988395806e+05, 2.374860214955680e+00, 2.918707922720159e+06
1303, 2.472257710730000e-01, 2.183776033282204e-05, 1.326796552293235e+00, 1.624969210782382e+01, 9.351901979703543e-04, 2.877560738763246e+05, 2.346997055420077e+00, 2.916278674704643e+06
1304, 2.551187880890000e-01, 2.183776033282204e-05, 1.326792494381501e+00, 1.617317060326808e+01, 9.227689051719071e-04, 2.877547727090131e+05, 2.319714906046722e+00, 2.913881462675339e+06
1305, 2.631992566980000e-01, 2.183776033282204e-05, 1.326786392053821e+00, 1.609765966495681e+01, 9.099608844085611e-04, 2.877535013493859e+05, 2.292971351429947e+00, 2.911528179828851e+06
1306, 2.714757349350000e-01, 2.183776033282204e-05, 1.326782469374546e+00, 1.602319675324808e+01, 8.981157490848565e-04, 2.877522525152465e+05, 2.266754568871712e+00, 2.909203119286334e+06
1307, 2.799572875080000e-01, 2.183776033282204e-05, 1.326776852542277e+00, 1.594960981547017e+01, 8.860935300538930e-04, 2.877510119626653e+05, 2.241010509330191e+00, 2.906916212436095e+06
1308, 2.886535243940000e-01, 2.183776033282204e-05, 1.326773070631086e+00, 1.587687986319609e+01, 8.748715101715670e-04, 2.877497857661044e+05, 2.215724341550630e+00, 2.904652970820897e+06
1309, 2.975746430190000e-01, 2.183776033282204e-05, 1.326767249489662e+00, 1.580488191904385e+01, 8.632752416058864e-04, 2.877485794176064e+05, 2.190857900946505e+00, 2.902424469448514e+06
1310, 3.067314743950000e-01, 2.183776033282204e-05, 1.326763647371365e+00, 1.573366890738846e+01, 8.525060398252109e-04, 2.877473979450546e+05, 2.166409655729261e+00, 2.900215493800311e+06
1311, 3.161355336610000e-01, 2.183776033282204e-05, 1.326758152481525e+00, 1.566310991984336e+01, 8.414242935761681e-04, 2.877462279120734e+05, 2.142335461680174e+00, 2.898037949741539e+06
1312, 3.257990755320000e-01, 2.183776033282204e-05, 1.326754776227053e+00, 1.559320167847894e+01, 8.311837806048562e-04, 2.877450611415618e+05, 2.118625142737104e+00, 2.895876118218187e+06
1313, 3.357351552200000e-01, 2.183776033282204e-05, 1.326748892201171e+00, 1.552379693892081e+01, 8.204459750531342e-04, 2.877439072985941e+05, 2.095238795336447e+00, 2.893743378843698e+06
1314, 3.459576954530000e-01, 2.183776033272204e-05, 1.326745583824219e+00, 1.545495730383796e+01, 8.105781339466673e-04, 2.877427724904093e+05, 2.072182664644995e+00, 2.891621742472788e+06
1315, 3.564815603450000e-01, 2.183776033272204e-05, 1.326740275002021e+00, 1.538655643958574e+01, 8.002930403588323e-04, 2.877416529030629e+05, 2.049418570552487e+00, 2.889525074011860e+06
1316, 3.673226369200000e-01, 2.183776033272204e-05, 1.326737202815685e+00, 1.531861712717203e+01, 7.907911733731548e-04, 2.877405366473065e+05, 2.026938370722457e+00, 2.887437495697926e+06
