"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     
          0,           0,           0,      -1.305238596,      -17.87173322,      -18.21515019,      -4.994196415,      -1.786423921
          0,           0,           1,      -1.505599048,      -1.020932681,       -2.62662796,      -4.989695283,      -1.388162997
          0,           0,           2,      -1.767437846,      -1.312420584,       -2.75757675,       -4.98844991,      -1.597618328
          0,           0,           3,       -1.89790063,      -1.424917303,      -2.746117139,      -4.988589147,      -1.675573829
          0,           0,           4,      -1.964786575,      -1.494624515,      -2.617700308,      -4.988815394,      -1.702775782
          0,           0,           5,      -2.029451157,      -1.560764176,       -2.47541977,      -4.989000463,      -1.716303824
          0,           0,           6,       -2.07058935,      -1.615732201,      -2.348558666,       -4.98922609,      -1.725387341
          0,           0,           7,      -2.072285127,      -1.654741901,      -2.261925277,      -4.989632637,      -1.730713265
          0,           0,           8,      -2.045409374,      -1.675510355,      -2.202684558,      -4.990501252,      -1.732841262
          0,           0,           9,      -2.008125589,      -1.683859337,      -2.155701624,      -4.992390263,      -1.732970718
          0,           0,          10,      -1.980467704,      -1.687855827,      -2.148542277,      -4.996463476,      -1.731875894
          0,           0,          11,      -1.969223774,      -1.693775058,       -2.18317792,      -5.005622052,      -1.731662306
          0,           0,          12,      -1.980248205,      -1.706724061,      -2.234954825,      -5.026618015,       -1.73842265
          0,           0,          13,       -2.01753302,        -1.7235492,      -2.256704491,      -5.062603788,      -1.759372069
          0,           0,          14,      -2.073457162,      -1.743771885,      -2.250499409,      -5.099871388,       -1.79185112
          0,           0,          15,      -2.150713064,      -1.760370689,      -2.249354982,      -5.143515274,      -1.835330871
          0,           0,          16,      -2.240686954,      -1.770935787,      -2.268427106,      -5.192453586,      -1.891676528
          0,           0,          17,       -2.33619031,       -1.77128646,      -2.301902338,      -5.248074765,      -1.959790124
          0,           0,          18,      -2.393539952,      -1.766685387,      -2.348462925,      -5.307230917,      -2.032850334
          0,           0,          19,      -2.388452092,       -1.75984798,      -2.414105775,      -5.362739994,      -2.105582374
          0,           0,          20,      -2.322336962,      -1.753038185,       -2.50840538,      -5.410063402,      -2.170419219
          0,           0,          21,      -2.246258129,      -1.741536095,      -2.637520034,      -5.449515275,      -2.216648643
          0,           0,          22,      -2.147063536,      -1.713232107,      -2.799115943,      -5.503593325,      -2.254147007
          0,           0,          23,      -2.121399692,      -1.687198511,      -2.926844804,      -5.755395087,      -2.400121727
          0,           0,          24,      -2.153574309,      -1.700864698,      -2.910481849,      -6.006483248,      -2.520173781
          0,           0,          25,      -2.202990124,      -1.748960789,      -2.796761956,      -5.785426334,      -2.455650596
          0,           0,          26,      -2.240184803,      -1.811899541,      -2.709342111,      -5.857712623,      -2.523257999
          0,           0,          27,      -2.258174737,       -1.88451555,      -2.665970289,      -6.135581844,      -2.701903364
          0,           0,          28,      -2.263854606,      -1.971679142,      -2.651486044,      -6.511970588,      -2.871242457
          0,           0,          29,      -2.264065487,      -2.080919206,      -2.650568395,       -6.51519488,      -2.936415047
          0,           0,          30,      -2.263071988,      -2.221243015,      -2.655246985,      -6.521602923,       -2.96677736
          0,           0,          31,      -2.263438834,      -2.393803674,      -2.665868543,      -6.647114899,      -3.005032948
          0,           0,          32,      -2.266283815,      -2.496697437,      -2.687141887,      -6.866869278,      -3.037093265
          0,           0,          33,      -2.271407931,       -2.36632041,      -2.724192777,      -7.043228274,      -3.048669872
          0,           0,          34,      -2.277209284,      -2.184783335,      -2.780411691,      -6.942296632,      -3.040998945
          0,           0,          35,      -2.280091258,      -2.038274675,      -2.858402654,      -6.826342461,      -3.033389731
          0,           0,          36,      -2.273341869,       -1.92408517,      -2.958454627,      -6.732331395,      -3.036380617
          0,           0,          37,      -2.245986584,      -1.834795454,      -3.067562918,      -6.653345541,      -3.041077924
          0,           0,          38,      -2.201897384,      -1.777601909,      -3.134430158,      -6.641999296,      -3.057269222
          0,           0,          39,      -2.193512977,      -1.766964463,      -3.095601876,      -6.727680374,      -2.963712748
          0,           0,          40,      -2.202627384,      -1.765043206,      -2.963820869,      -6.737429324,       -2.93488079
          0,           0,          41,      -2.209380695,      -1.775994518,        -2.8322227,       -6.76195348,      -3.001530696
          0,           0,          42,      -2.229692161,      -1.810820287,      -2.728387704,      -6.799242144,      -3.078140419
          0,           0,          43,      -2.279043024,      -1.871369697,      -2.655056491,      -6.827422001,      -3.144001132
          0,           0,          44,      -2.354098907,      -1.946274722,      -2.608752196,      -6.845488454,      -3.195472551
          0,           0,          45,      -2.407991842,       -2.02751284,      -2.586389108,      -6.858281304,      -3.225468033
          0,           0,          46,      -2.416230924,      -2.117147249,      -2.586337366,      -6.866509515,      -3.245674553
          0,           0,          47,      -2.393034104,      -2.220255212,      -2.608367445,      -6.864649998,      -3.271066309
          0,           0,          48,       -2.36067354,      -2.342026323,      -2.653727478,      -6.880939615,      -3.305408618
          0,           0,          49,      -2.331049898,      -2.480030469,      -2.724847831,      -6.926562397,      -3.352520702
          0,           0,          50,       -2.30864223,        -2.6164271,      -2.825700905,      -6.959012364,      -3.384144276
          0,           0,          51,      -2.294528401,      -2.647486135,      -2.944505423,      -6.988126781,      -3.393114799
          0,           0,          52,      -2.288374211,      -2.546222219,      -3.004708047,      -7.039333515,      -3.380599829
          0,           0,          53,      -2.289892611,      -2.427480452,      -2.931259314,      -7.101860319,      -3.348491886
          0,           0,          54,      -2.298957831,      -2.332464302,       -2.81278602,       -7.15140667,      -3.304759517
          0,           0,          55,      -2.315565134,      -2.261517681,      -2.714749356,      -7.163625676,      -3.257863782
          0,           0,          56,      -2.340492057,      -2.207528445,      -2.645212856,      -7.115558228,      -3.218878108
          0,           0,          57,      -2.372644409,      -2.164919673,      -2.597177423,      -7.070891613,      -3.208546035
          0,           0,          58,      -2.411957839,      -2.130385175,      -2.567671817,      -7.015775974,      -3.206413121
          0,           0,          59,      -2.457594939,      -2.102194468,      -2.554210109,       -6.94695514,      -3.201651061
          0,           0,          60,      -2.507241427,      -2.079042234,       -2.55493934,      -6.874783048,      -3.271888146
          0,           0,          61,      -2.555659716,      -2.059875734,      -2.568423494,      -6.802995087,      -3.351293458
          0,           0,          62,      -2.592944847,      -2.043791802,      -2.593367228,      -6.731253379,       -3.31556746
          0,           0,          63,      -2.606171685,      -2.029936965,      -2.628338161,      -6.661325182,      -3.233818425
          0,           0,          64,      -2.586877166,      -2.017431682,      -2.671755425,      -6.615533783,      -3.166143842
          0,           0,          65,      -2.541316602,      -2.005362243,      -2.721710259,      -6.574997306,      -3.119058222
          0,           0,          66,      -2.485330216,      -1.993782919,      -2.775265085,      -6.562290301,      -3.091360707
          0,           0,          67,      -2.430959361,      -1.982999538,      -2.828377743,      -6.603675373,       -3.08979513
          0,           0,          68,      -2.383267877,      -1.972887968,      -2.874473499,      -6.734406317,      -3.113951719
          0,           0,          69,       -2.34519464,      -1.964504706,      -2.907561383,       -7.00180195,      -3.152281923
          0,           0,          70,      -2.318100261,      -1.960386622,      -2.927259193,      -7.170646165,      -3.186268881
          0,           0,          71,      -2.301421722,      -1.963409855,      -2.938216649,      -6.991447244,       -3.21639018
          0,           0,          72,      -2.302778596,      -1.985284154,      -2.949700954,      -6.965569595,      -3.269864757
          0,           0,          73,      -2.311189667,      -2.024264949,      -2.965442995,      -6.926281644,        -3.3184819
          0,           0,          74,      -2.319915673,      -2.077715587,      -2.982651335,      -6.952262671,      -3.364231208
          0,           0,          75,      -2.326995034,      -2.146671712,      -2.998499215,      -6.974625014,      -3.382382531
          0,           0,          76,      -2.333460408,       -2.23678343,      -3.009693425,      -6.997280706,      -3.366090343
          0,           0,          77,      -2.340816522,       -2.35645447,       -3.01477179,       -7.01541559,      -3.323530592
          0,           0,          78,      -2.349514423,      -2.492752384,      -3.015398072,      -7.030108439,      -3.271068711
          0,           0,          79,      -2.358707798,      -2.513604565,      -3.015737674,      -7.041300813,      -3.219875829
          0,           0,          80,      -2.366020571,      -2.354608392,      -3.020439777,      -7.050895374,      -3.176511642
          0,           0,          81,      -2.367123209,      -2.184112332,      -3.032343053,      -7.058509152,      -3.147552507
          0,           0,          82,      -2.355901811,      -2.051519578,      -3.050518403,      -7.060234159,      -3.157669698
          0,           0,          83,      -2.325377589,      -1.954009893,      -3.067821667,      -7.042296753,      -3.240458332
          0,           0,          84,      -2.305267228,      -1.905711334,      -3.088105399,      -7.065606355,       -3.22786749
          0,           0,          85,      -2.299129479,       -1.88199678,      -3.097320095,      -7.068316204,       -3.14489054
          0,           0,          86,      -2.301591079,      -1.878024013,      -3.076267739,      -7.020655858,      -3.152907496
          0,           0,          87,      -2.319912427,      -1.895382514,       -3.02484873,      -6.978282532,      -3.190302458
          0,           0,          88,      -2.358187311,      -1.930789332,      -2.958218824,      -6.933999381,      -3.202371135
          0,           0,          89,      -2.413353879,       -1.97931369,      -2.889657076,      -6.889921557,      -3.215375831
          0,           0,          90,      -2.473467661,      -2.035899056,      -2.825922748,      -6.851705559,      -3.253233203
          0,           0,          91,      -2.519663554,      -2.098330208,      -2.774038796,      -6.822027391,      -3.289440971
          0,           0,          92,      -2.536079366,      -2.167318513,       -2.73935892,      -6.802530214,      -3.291784014
          0,           0,          93,      -2.524667231,      -2.245667528,      -2.724267472,      -6.794460076,      -3.286465951
          0,           0,          94,      -2.498683474,      -2.336955594,      -2.729778483,      -6.797926109,       -3.29327129
          0,           0,          95,      -2.469972693,      -2.443067583,      -2.756579434,      -6.810590392,      -3.322093834
          0,           0,          96,      -2.444441458,      -2.565137052,      -2.805838517,      -6.836159395,      -3.358291745
          0,           0,          97,      -2.425063066,      -2.676272566,      -2.878670882,      -6.870114501,      -3.395674464
          0,           0,          98,      -2.412716904,      -2.699846425,       -2.97097431,      -6.918193602,       -3.42476828
          0,           0,          99,      -2.407666693,      -2.622112313,      -3.058038449,      -6.975183357,      -3.432117821
          0,           0,         100,      -2.410118079,      -2.519957439,      -3.080920648,      -7.033756486,      -3.411633615
          0,           0,         101,      -2.420321699,      -2.430856236,      -3.019089008,      -6.862794324,      -3.498834507
          0,           0,         102,      -2.421685582,      -2.433767356,      -3.017816243,      -6.668698083,      -3.387050326
          0,           0,         103,      -2.422664261,      -2.434659624,      -3.015896659,      -6.535209258,      -3.285582278
          0,           0,         104,      -2.423467025,      -2.434121502,      -3.013267019,       -6.44214493,       -3.20615299
          0,           0,         105,      -2.424238813,      -2.432709925,      -3.009977638,      -6.379638343,      -3.149360734
          0,           0,         106,      -2.425098538,      -2.430226122,      -3.005754554,       -6.34050596,      -3.112897206
          0,           0,         107,      -2.426113431,      -2.426924029,      -3.000690758,      -6.318935731,      -3.092644876
          0,           0,         108,      -2.427338915,      -2.422878948,      -2.994879167,      -6.310326433,      -3.083666731
          0,           0,         109,      -2.428824729,      -2.417970701,      -2.988305608,       -6.31179111,      -3.082688179
          0,           0,         110,      -2.430629965,      -2.412027739,      -2.980821479,      -6.326396452,      -3.093353699
          0,           0,         111,      -2.432840137,      -2.404858946,      -2.971989437,        -6.3638717,      -3.126158172
          0,           0,         112,      -2.435584073,      -2.396285638,      -2.961088896,       -6.43377892,      -3.189685506
          0,           0,         113,       -2.43904369,      -2.386170992,      -2.947449057,      -6.531118455,      -3.274109812
          0,           0,         114,      -2.443458626,      -2.374426794,       -2.93080294,       -6.61595894,      -3.332493756
          0,           0,         115,      -2.449145155,      -2.360989504,      -2.911217493,      -6.648372512,      -3.332258568
          0,           0,         116,      -2.456548349,       -2.34583613,      -2.888804991,      -6.666931926,       -3.31498454
          0,           0,         117,      -2.466321194,      -2.329109704,      -2.863720836,      -6.717932494,      -3.309764575
          0,           0,         118,      -2.479429445,      -2.311004903,      -2.836326888,       -6.80810183,      -3.309791636
          0,           0,         119,       -2.49709096,      -2.291561006,      -2.807021888,      -6.905238803,      -3.307356058
          0,           0,         120,      -2.520501177,      -2.270841278,      -2.776641331,      -6.967216959,      -3.306982377
          0,           0,         121,      -2.551245681,      -2.249035482,      -2.747593829,      -7.006704052,      -3.296616608
          0,           0,         122,      -2.590133537,      -2.226286252,      -2.723130783,      -7.053190375,       -3.30134688
          0,           0,         123,      -2.633948984,       -2.20240104,      -2.707626917,      -7.025326986,      -3.383854211
          0,           0,         124,       -2.67435591,      -2.180377599,      -2.705734628,      -6.844187974,      -3.433462656
          0,           0,         125,       -2.70370236,      -2.163369638,      -2.717723053,      -6.754245833,      -3.393723631
          0,           0,         126,      -2.709418379,      -2.150258418,      -2.742666462,      -6.745935505,      -3.350768531
          0,           0,         127,       -2.68816243,      -2.139663842,      -2.779804838,       -6.74935311,      -3.321090483
          0,           0,         128,      -2.648289787,      -2.130922162,      -2.828375462,      -6.767747756,      -3.305209697
          0,           0,         129,      -2.603560893,      -2.124746582,       -2.88767896,      -6.811183353,       -3.30460498
          0,           0,         130,      -2.562801118,      -2.122067031,      -2.955805179,      -6.890748424,      -3.317812754
          0,           0,         131,      -2.529171353,      -2.123551129,      -3.027280847,      -7.010314681,      -3.340258477
          0,           0,         132,      -2.503831481,      -2.130488946,      -3.091947785,      -7.139751498,      -3.365009104
          0,           0,         133,      -2.486570714,      -2.144487501,      -3.137539186,      -7.180422445,       -3.38928117
          0,           0,         134,      -2.476327296,      -2.167113613,       -3.15813475,      -7.125540807,       -3.41660131
          0,           0,         135,      -2.471731203,       -2.20008855,      -3.159977717,      -7.072472094,       -3.45360872
          0,           0,         136,      -2.471477881,      -2.245576963,      -3.154983816,      -7.051658412,      -3.502574644
          0,           0,         137,      -2.474537461,      -2.306644742,       -3.15196142,      -7.057151591,      -3.556611159
          0,           0,         138,      -2.480192586,      -2.387974453,      -3.154493114,      -7.076667438,      -3.592659535
          0,           0,         139,      -2.487937961,      -2.496346253,      -3.162506125,      -7.098945098,      -3.586895323
          0,           0,         140,      -2.497265681,      -2.635694747,      -3.174207767,      -7.117438558,      -3.541867412
          0,           0,         141,      -2.507432033,      -2.760505962,      -3.187616615,      -7.131115597,      -3.480199506
          0,           0,         142,       -2.51730482,      -2.712725352,        -3.2016836,      -7.141287057,      -3.421379719
          0,           0,         143,      -2.525417061,      -2.550311464,       -3.21682181,      -7.149421329,      -3.372385579
          0,           0,         144,      -2.530357173,      -2.405492746,      -3.234654413,      -7.157132436,      -3.339740166
          0,           0,         145,      -2.531490599,      -2.295963849,      -3.257062594,      -7.165433456,      -3.351914423
          0,           0,         146,      -2.529702899,      -2.216331555,      -3.284610385,       -7.17285886,      -3.476266746
          0,           0,         147,      -2.527551704,      -2.161420775,      -3.313911475,      -7.177076604,      -3.524955495
          0,           0,         148,      -2.528688115,      -2.127744001,      -3.333801852,      -7.176467065,      -3.453709965
          0,           0,         149,      -2.536904841,      -2.112677929,      -3.325127539,      -7.167546011,      -3.422010542
          0,           0,         150,      -2.554944029,      -2.113861738,      -3.276744419,      -7.146615883,      -3.421036854
          0,           0,         151,      -2.583800311,      -2.128753757,      -3.200698568,       -7.11539616,      -3.419220027
          0,           0,         152,      -2.621335016,      -2.154963262,      -3.117440575,      -7.076880866,      -3.413377201
          0,           0,         153,      -2.661630281,      -2.190493511,      -3.040460592,      -7.035587927,      -3.425594149
          0,           0,         154,      -2.695422263,      -2.234228658,      -2.976939631,      -6.995861312,      -3.442423848
          0,           0,         155,      -2.713530278,      -2.286208859,       -2.92991146,      -6.960834259,      -3.457480638
          0,           0,         156,       -2.71219041,      -2.347453707,      -2.900842224,      -6.933115067,      -3.455087939
          0,           0,         157,      -2.695264167,      -2.419864874,      -2.891125091,      -6.914425824,      -3.453520855
          0,           0,         158,       -2.67039893,      -2.505902851,      -2.901258536,      -6.905844263,      -3.465151482
          0,           0,         159,      -2.644493826,      -2.607839894,      -2.931958799,       -6.90618518,      -3.492825258
          0,           0,         160,      -2.621929663,      -2.723582395,      -2.984723839,      -6.910813956,      -3.534042492
          0,           0,         161,      -2.605038704,      -2.830770046,      -3.061549154,      -6.930196229,      -3.580800332
          0,           0,         162,       -2.59496204,      -2.866912696,      -3.161887603,      -6.957146794,      -3.615142183
          0,           0,         163,      -2.592254476,      -2.805518797,      -3.268248278,      -6.987687215,      -3.617494178
          0,           0,         164,      -2.597201512,      -2.708566496,      -3.316588398,      -7.017014837,      -3.583067554
          0,           0,         165,      -2.609955409,      -2.618594328,       -3.25961101,      -7.039140741,      -3.528108437
          0,           0,         166,      -2.630561711,      -2.544580571,      -3.161513405,      -7.048129353,      -3.474289538
          0,           0,         167,      -2.658883753,      -2.485459289,      -3.075308012,      -7.041733235,      -3.453317221
          0,           0,         168,      -2.694402663,      -2.438583139,      -3.012146066,      -7.022951908,      -3.439150161
          0,           0,         169,      -2.735769066,      -2.401547494,      -2.970874971,      -6.998733235,      -3.428848625
          0,           0,         170,      -2.779962408,       -2.37244681,      -2.948690054,      -6.976273765,      -3.474253098
          0,           0,         171,      -2.821381095,      -2.349820689,      -2.943221493,       -6.97228702,      -3.550305409
          0,           0,         172,      -2.851631589,      -2.332588583,      -2.952713936,      -6.973961469,      -3.589642316
          0,           0,         173,      -2.862631101,      -2.320002546,      -2.975922928,      -6.981245207,        -3.5903869
          0,           0,         174,      -2.852667097,      -2.311847349,      -3.011695584,      -7.001009229,      -3.583251757
          0,           0,         175,      -2.827882038,      -2.308244796,      -3.058961156,      -7.034627904,      -3.579792032
          0,           0,         176,      -2.797281793,      -2.309676114,       -3.11653982,      -7.079404561,      -3.584374677
          0,           0,         177,      -2.767515861,      -2.316850926,      -3.181956603,      -7.127554437,      -3.597078143
          0,           0,         178,       -2.74188277,      -2.330545219,      -3.250567371,       -7.16758112,      -3.617409218
          0,           0,         179,      -2.721528801,      -2.351676031,      -3.314401666,      -7.190754049,      -3.645820291
          0,           0,         180,      -2.706615511,      -2.381467785,      -3.363920582,      -7.197126247,      -3.682911956
          0,           0,         181,      -2.696776691,       -2.42151033,      -3.393724898,      -7.193444936,      -3.728543876
          0,           0,         182,       -2.69153007,      -2.474204542,      -3.407115216,      -7.186531078,      -3.779493698
          0,           0,         183,      -2.690400592,      -2.543290758,      -3.412826161,      -7.180493732,      -3.826294368
          0,           0,         184,      -2.692899446,      -2.634607282,      -3.418680156,      -7.177313572,      -3.851967265
          0,           0,         185,      -2.698472729,      -2.756760801,      -3.428932092,      -7.177798448,       -3.84090406
          0,           0,         186,      -2.706461121,      -2.915199813,      -3.444789313,       -7.18209242,      -3.795206388
          0,           0,         187,      -2.716082809,      -3.046699758,      -3.465674282,      -7.189853916,       -3.73425889
          0,           0,         188,      -2.726461009,       -2.96638886,      -3.490312648,      -7.200421282,      -3.674255797
          0,           0,         189,      -2.736728498,      -2.795026747,      -3.517499493,      -7.213093797,      -3.621579254
          0,           0,         190,      -2.746218877,      -2.655221506,      -3.546325381,      -7.227251303,      -3.578835144
          0,           0,         191,      -2.754716805,      -2.551824855,      -3.575367468,      -7.242468346,      -3.576480953
          0,           0,         192,      -2.762645987,        -2.4763612,      -3.600478616,      -7.258317548,      -3.731649553
          0,           0,         193,      -2.771062852,        -2.4225842,      -3.611877195,      -7.274107561,      -3.842054058
          0,           0,         194,      -2.781441552,      -2.386506313,      -3.595632412,      -7.288271779,      -3.788785749
          0,           0,         195,      -2.795310019,      -2.365489567,      -3.545778357,      -7.298595849,      -3.720052403
          0,           0,         196,      -2.813763111,      -2.357680759,      -3.472250035,      -7.301952535,      -3.678709554
          0,           0,         197,      -2.836959149,      -2.361546618,      -3.391886215,      -7.296385287,      -3.656482145
          0,           0,         198,      -2.863002753,      -2.375850961,      -3.316712643,      -7.280751271,      -3.648007838
          0,           0,         199,      -2.888092895,      -2.399744882,      -3.252323898,      -7.255772838,      -3.649088236
          0,           0,         200,      -2.907082326,      -2.432782056,       -3.20110587,      -7.224952238,      -3.653702366
          0,           0,         201,      -2.915351631,      -2.475119578,      -3.164246381,      -7.193164343,      -3.658771132
          0,           0,         202,      -2.911250103,      -2.527558179,       -3.14247409,      -7.164831031,      -3.662067354
          0,           0,         203,       -2.89693005,      -2.591528708,      -3.136357973,      -7.143087322,       -3.67167868
          0,           0,         204,      -2.876839067,      -2.669202546,      -3.146694294,      -7.129450638,      -3.693114307
          0,           0,         205,      -2.855563169,      -2.763477712,      -3.174658136,      -7.124464178,      -3.729737578
          0,           0,         206,      -2.836593194,      -2.876585366,      -3.221572609,      -7.127953191,      -3.780949393
          0,           0,         207,      -2.822149335,      -3.002121306,      -3.288842473,      -7.139126423,      -3.839000936
          0,           0,         208,      -2.813532778,       -3.09656929,      -3.376117686,      -7.156632966,      -3.883196416
          0,           0,         209,      -2.811467255,      -3.081488614,      -3.473717138,      -7.178105376,      -3.884476798
          0,           0,         210,      -2.816334645,      -2.983683721,      -3.544026391,      -7.201895672,      -3.837666116
          0,           0,         211,      -2.828301341,      -2.878654947,      -3.534247981,      -7.222918444,       -3.77003829
          0,           0,         212,      -2.847347682,      -2.790437482,      -3.461836303,      -7.235742637,      -3.708601023
          0,           0,         213,        -2.8732037,      -2.720023473,       -3.38128863,      -7.240859229,      -3.680047834
          0,           0,         214,      -2.905173185,      -2.664396533,      -3.316269615,      -7.240048082,      -3.653557671
          0,           0,         215,      -2.941804935,      -2.620675566,      -3.270723298,      -7.233291891,      -3.638247716
          0,           0,         216,      -2.980415467,      -2.586683683,      -3.243406416,      -7.225981566,      -3.670500768
          0,           0,         217,      -3.016662232,       -2.56090743,      -3.232252435,      -7.222159508,      -3.734163572
          0,           0,         218,      -3.044775665,      -2.542305578,      -3.235476562,       -7.22446064,      -3.803662313
          0,           0,         219,      -3.059422535,      -2.530257212,      -3.251655188,      -7.234236003,       -3.83982329
          0,           0,         220,      -3.058661481,      -2.524470272,      -3.279566644,      -7.251646572,      -3.852031485
          0,           0,         221,      -3.045264035,      -2.524938245,      -3.318036233,      -7.274973812,      -3.857737555
          0,           0,         222,      -3.024706315,      -2.531955703,       -3.36587001,      -7.301051866,       -3.86746984
          0,           0,         223,      -3.002154948,      -2.546008057,      -3.421118145,       -7.32532581,      -3.884622849
          0,           0,         224,      -2.980979643,      -2.567819096,      -3.480509573,      -7.343637799,      -3.910323561
          0,           0,         225,      -2.962953341,      -2.598362213,      -3.539184497,      -7.354319203,      -3.945196631
          0,           0,         226,      -2.948852801,      -2.639116832,      -3.591137101,      -7.358488235,      -3.988769283
          0,           0,         227,      -2.938932738,      -2.692292765,      -3.631168595,      -7.358720328,      -4.038050565
          0,           0,         228,      -2.933137118,      -2.761303006,      -3.658001265,      -7.357604771,       -4.08516623
          0,           0,         229,      -2.931234804,      -2.851589928,      -3.674974973,      -7.357033093,      -4.114142303
          0,           0,         230,      -2.932880865,      -2.971851999,      -3.687587949,      -7.358199573,       -4.10814609
          0,           0,         231,      -2.937639524,      -3.133043184,      -3.700602844,      -7.361812933,      -4.066581758
          0,           0,         232,      -2.945008601,      -3.309455051,       -3.71685323,      -7.368251608,      -4.005360972
          0,           0,         233,      -2.954453621,       -3.29362711,      -3.737245533,      -7.377674829,      -3.940725424
          0,           0,         234,      -2.965460039,      -3.114310498,      -3.760948452,      -7.390075479,      -3.881130101
          0,           0,         235,      -2.977601505,      -2.960687183,      -3.785253138,      -7.405308015,      -3.829667094
          0,           0,         236,      -2.990613364,      -2.848027356,      -3.805053213,      -7.422992385,      -3.801679345
          0,           0,         237,      -3.004442862,      -2.765539671,      -3.812802251,      -7.442450856,      -3.899525653
          0,           0,         238,      -3.019245122,      -2.705275475,      -3.800855188,      -7.462460399,      -4.022965107
          0,           0,         239,      -3.035316581,      -2.662342829,      -3.766506843,      -7.481205455,      -4.053043392
          0,           0,         240,      -3.052955877,      -2.633685404,      -3.714707341,      -7.496292752,      -3.996398795
          0,           0,         241,      -3.072262454,      -2.617349709,      -3.654243612,      -7.504970433,      -3.938422577
          0,           0,         242,      -3.092695888,      -2.611945237,       -3.59358392,      -7.505316673,      -3.901037555
          0,           0,         243,       -3.11264818,      -2.616505171,      -3.538108486,      -7.497014113,      -3.883616247
          0,           0,         244,      -3.129687204,      -2.630474698,      -3.490882433,      -7.481593835,      -3.873259311
          0,           0,         245,      -3.140968423,      -2.653635206,      -3.453482473,      -7.461755282,      -3.874003286
          0,           0,         246,      -3.144230639,      -2.686169372,       -3.42703551,      -7.440814301,      -3.877713968
          0,           0,         247,      -3.138935647,       -2.72869532,       -3.41228614,      -7.421752965,      -3.887069595
          0,           0,         248,      -3.126559654,      -2.782392315,      -3.409920825,      -7.406807116,      -3.906280867
          0,           0,         249,      -3.109936709,      -2.849134328,      -3.420709486,      -7.397609535,      -3.939255235
          0,           0,         250,      -3.092175305,      -2.931746209,      -3.445583075,      -7.394878952,       -3.98812995
          0,           0,         251,      -3.075920606,      -3.034002693,      -3.485619837,      -7.398757876,      -4.052719519
          0,           0,         252,      -3.063097182,      -3.158723813,      -3.541740286,      -7.408863183,      -4.127615237
          0,           0,         253,      -3.054978778,      -3.294377527,       -3.61389351,      -7.424109106,      -4.188731428
          0,           0,         254,      -3.052353667,      -3.369224037,      -3.697520045,      -7.442623011,      -4.195419224
          0,           0,         255,      -3.055671355,      -3.305276942,      -3.774865088,      -7.461876218,       -4.13902657
          0,           0,         256,      -3.065141212,      -3.184838378,      -3.809508307,      -7.478961954,      -4.057350539
          0,           0,         257,      -3.080769034,      -3.076315265,      -3.781342229,      -7.491194128,      -3.985918193
          0,           0,         258,      -3.102328991,       -2.98987978,      -3.718804931,      -7.497129431,      -3.942797747
          0,           0,         259,       -3.12926248,      -2.922397798,      -3.655075849,       -7.49724397,      -3.902360066
          0,           0,         260,      -3.160495465,      -2.869964133,      -3.603823414,      -7.493749214,      -3.874740738
          0,           0,         261,      -3.194171693,      -2.829655781,      -3.567919857,      -7.489646985,      -3.883581126
          0,           0,         262,      -3.227404239,      -2.799451366,      -3.546808493,      -7.487702091,      -3.927144434
          0,           0,         263,       -3.25629181,      -2.778014943,      -3.539198352,      -7.489846777,      -3.978684675
          0,           0,         264,      -3.276661729,      -2.764454915,      -3.543669469,      -7.497212558,      -4.044691346
          0,           0,         265,      -3.285610207,      -2.758304575,       -3.55900858,      -7.509719077,      -4.095484006
          0,           0,         266,       -3.28302586,       -2.75937654,       -3.58415647,       -7.52636066,      -4.121267647
          0,           0,         267,      -3.271526138,      -2.767772276,      -3.618079764,      -7.545313026,      -4.139284756
          0,           0,         268,       -3.25496058,      -2.783858008,      -3.659606684,      -7.564093352,      -4.160607045
          0,           0,         269,      -3.236846311,      -2.808271161,      -3.707117724,      -7.580442252,      -4.190253399
          0,           0,         270,      -3.219655779,      -2.842008408,      -3.758387615,       -7.59298091,      -4.230411045
          0,           0,         271,      -3.204898563,      -2.886567952,      -3.810512424,       -7.60147641,      -4.280228732
          0,           0,         272,       -3.19338414,      -2.944280374,      -3.860050485,      -7.606670349,      -4.334776539
          0,           0,         273,      -3.185480428,      -3.018801521,      -3.903680758,      -7.609798164,      -4.381453153
          0,           0,         274,      -3.181276273,      -3.116095188,      -3.939390819,      -7.612179317,      -4.398453486
          0,           0,         275,      -3.180681938,        -3.2459777,      -3.966976964,      -7.614951321,      -4.371300561
          0,           0,         276,      -3.183490451,      -3.421148285,      -3.987750597,      -7.618991497,      -4.310863659
          0,           0,         277,      -3.189433126,      -3.604490519,      -4.003233652,      -7.624854014,      -4.238060154
          0,           0,         278,      -3.198214978,      -3.551271251,      -4.013933177,      -7.632790895,      -4.167304147
          0,           0,         279,       -3.20954135,      -3.361484266,       -4.01879955,        -7.6427304,      -4.104102778
          0,           0,         280,      -3.223137861,      -3.211144051,      -4.015536178,      -7.654288158,      -4.057838836
          0,           0,         281,      -3.238759373,      -3.102317395,      -4.001769236,      -7.666767679,      -4.076263082
          0,           0,         282,      -3.256180081,      -3.022630446,      -3.976592275,      -7.679199912,      -4.126324837
          0,           0,         283,      -3.275160104,      -2.964081795,      -3.941510547,      -7.690387558,      -4.197228668
